HF Code,HF Name,Province,District,Palika,Ward,Authority-Level,Authority,Ownership,Facility Level
1040200021,DISTRICT AAYURVED HEALTH CENTER,Koshi Pradesh,Okhaldhunga,Siddhicharan Municipality,11,Provincial,Government,Provincial Government,Ayurveda Health Center (General Ayurveda Hospital)
1040200041,RUMJATAR HOSPITAL_ OKHALDHUNGA,Koshi Pradesh,Okhaldhunga,Siddhicharan Municipality,4,Provincial,Government,Provincial Government,Basic Hospital (5 to 15 beds)
1040200061,BETINI HEALTH POST,Koshi Pradesh,Okhaldhunga,Siddhicharan Municipality,10,Local,Government,Local Government,Basic Health Service Center
1040200071,BIGUTAR HEALTH POST,Koshi Pradesh,Okhaldhunga,Siddhicharan Municipality,7,Local,Government,Local Government,Basic Health Service Center
1040200081,JANTARKHANI HEALTH POST,Koshi Pradesh,Okhaldhunga,Siddhicharan Municipality,6,Local,Government,Local Government,Basic Health Service Center
1040200091,JYAMIRE HEALTH POST,Koshi Pradesh,Okhaldhunga,Siddhicharan Municipality,9,Local,Government,Local Government,Basic Health Service Center
1040200101,NARAYANSTHAN HEALTH POST,Koshi Pradesh,Okhaldhunga,Siddhicharan Municipality,3,Local,Government,Local Government,Basic Health Service Center
1040200111,OKHALDHUNGA HEALTH POST,Koshi Pradesh,Okhaldhunga,Siddhicharan Municipality,11,Local,Government,Local Government,Basic Health Service Center
1040200121,SALLERI HEALTH POST,Koshi Pradesh,Okhaldhunga,Siddhicharan Municipality,8,Local,Government,Local Government,Basic Health Service Center
1040200131,TALUWA HEALTH POST,Koshi Pradesh,Okhaldhunga,Siddhicharan Municipality,1,Local,Government,Local Government,Basic Health Service Center
1040200141,THULACHHAP HEALTH POST,Koshi Pradesh,Okhaldhunga,Siddhicharan Municipality,2,Local,Government,Local Government,Basic Health Service Center
1040200151,SITTALPUR URBAN HEALTH CENTER,Koshi Pradesh,Okhaldhunga,Siddhicharan Municipality,12,Local,Government,Local Government,Basic Health Service Center
1040200172,RUMJATAR POLY CLINIC,Koshi Pradesh,Okhaldhunga,Siddhicharan Municipality,5,Local,Non-Government,Private Enterprise,Basic Hospital (5 to 15 beds)
1040300011,HARKAPUR AAYURVED DISPENSARY,Koshi Pradesh,Okhaldhunga,Molung Rural Municipality,4,Local,Government,Local Government,Basic Ayurveda Service Centre
1040300021,HARKAPUR HEALTH POST,Koshi Pradesh,Okhaldhunga,Molung Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1040300031,KUNTADEVI HEALTH POST,Koshi Pradesh,Okhaldhunga,Molung Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1040300041,PATALE HEALTH POST,Koshi Pradesh,Okhaldhunga,Molung Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
1040300051,PRAPCHA HEALTH POST,Koshi Pradesh,Okhaldhunga,Molung Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
1040300061,RAMPUR HEALTH POST,Koshi Pradesh,Okhaldhunga,Molung Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1040300071,RANGADEEP HEALTH POST,Koshi Pradesh,Okhaldhunga,Molung Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
1040300081,SHREECHAUR HEALTH POST,Koshi Pradesh,Okhaldhunga,Molung Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
1040300092,PESHALA MEDICAL & POLICLINIC_ OKHALDHUNGA,Koshi Pradesh,Okhaldhunga,Molung Rural Municipality,6,Local,Non-Government,Local Government,Basic Health Service Center
1040400011,BHUSHINGA HEALTHPOST,Koshi Pradesh,Okhaldhunga,Khiji Demba Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
1040400021,KHIJICHANDESHWORI HEALTHPOST,Koshi Pradesh,Okhaldhunga,Khiji Demba Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
1040400031,KHIJIFALATE BASIC HOSPITAL,Koshi Pradesh,Okhaldhunga,Khiji Demba Rural Municipality,5,Local,Government,Local Government,Basic Hospital (5 to 15 beds)
1040400041,KHIJIKATI HEALTHPOST,Koshi Pradesh,Okhaldhunga,Khiji Demba Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1040400051,RAGANI HEALTHPOST,Koshi Pradesh,Okhaldhunga,Khiji Demba Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1040400061,RAWADOLU HEALTHPOST,Koshi Pradesh,Okhaldhunga,Khiji Demba Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
1040500011,POKLI AAYURVED DISPENSARY,Koshi Pradesh,Okhaldhunga,Likhu Rural Municipality,,,Government,Ministry of Health and Population,Ayurveda Aushadhalaya
1040500021,GAMNANGTAR HP_OKHALDHUNGA,Koshi Pradesh,Okhaldhunga,Likhu Rural Municipality,6,Local,Government,Local Government,Health Post
1040500031,NARMEDESHWOR HP_OKHALDHUNGA,Koshi Pradesh,Okhaldhunga,Likhu Rural Municipality,3,Local,Government,Local Government,Health Post
1040500041,POKALI HP_OKHALDHUNGA,Koshi Pradesh,Okhaldhunga,Likhu Rural Municipality,9,Local,Government,Local Government,Health Post
1040500051,SINGHADEVI HP_OKHALDHUNGA,Koshi Pradesh,Okhaldhunga,Likhu Rural Municipality,1,Local,Government,Local Government,Health Post
1040500061,TARKERABARI HP_OKHALDHUNGA,Koshi Pradesh,Okhaldhunga,Likhu Rural Municipality,8,Local,Government,Local Government,Health Post
1040500071,YASAM HP_OKHALDHUNGA,Koshi Pradesh,Okhaldhunga,Likhu Rural Municipality,4,Local,Government,Local Government,Health Post
1040600011,CHUPLUGHORAKHORI AAYURVED AUSHADALAYA,Koshi Pradesh,Okhaldhunga,Champadevi Rural Municipality,6,Local,Government,Local Government,Ayurveda Health Center (General Ayurveda Hospital)
1040600021,MISHRABHANJYANG HEALTH POST,Koshi Pradesh,Okhaldhunga,Champadevi Rural Municipality,9,Local,Government,Local Government,Basic Health Service Center
1040600031,FEDIGUTH HEALTH POST OKHALDHUNGA,Koshi Pradesh,Okhaldhunga,Champadevi Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1040600041,GHORAKHORI HEALTH POST,Koshi Pradesh,Okhaldhunga,Champadevi Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
1040600051,KALIKADEVI HEALTH POST,Koshi Pradesh,Okhaldhunga,Champadevi Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
1040600061,PALAPU HEALTH POST,Koshi Pradesh,Okhaldhunga,Champadevi Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1040600071,RANIBAN PRIMARY HEALTH  CENTER,Koshi Pradesh,Okhaldhunga,Champadevi Rural Municipality,10,Local,Government,Local Government,Basic Health Service Center
1040700011,BALKHU HP_OKHALDHUNGA,Koshi Pradesh,Okhaldhunga,Sunkoshi Rural Municipality,1,Local,Government,Local Government,Health Post
1040700021,CHYANAM HP_OKHALDHUNGA,Koshi Pradesh,Okhaldhunga,Sunkoshi Rural Municipality,7,Local,Government,Local Government,Health Post
1040700031,KATUNJE HP_OKHALDHUNGA,Koshi Pradesh,Okhaldhunga,Sunkoshi Rural Municipality,9,Local,Government,Local Government,Health Post
1040700041,MULKHARKA HP_OKHALDHUNGA,Koshi Pradesh,Okhaldhunga,Sunkoshi Rural Municipality,5,Local,Government,Local Government,Health Post
1040700051,SISNERI HP_OKHALDHUNGA,Koshi Pradesh,Okhaldhunga,Sunkoshi Rural Municipality,3,Local,Government,Local Government,Health Post
1040800011,WAKSA HEALTH POST,Koshi Pradesh,Okhaldhunga,Manebhanjyang Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1040800021,KETUKE HEALTH POST,Koshi Pradesh,Okhaldhunga,Manebhanjyang Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1040800031,MADHAVPUR  HEALTH POST,Koshi Pradesh,Okhaldhunga,Manebhanjyang Rural Municipality,9,Local,Government,Local Government,Basic Health Service Center
1040800041,MANEBHANJYANG HEALTH POST,Koshi Pradesh,Okhaldhunga,Manebhanjyang Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1040800051,MOLI HEALTH POST,Koshi Pradesh,Okhaldhunga,Manebhanjyang Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1040800061,THAKLE HEALTHPOST,Koshi Pradesh,Okhaldhunga,Manebhanjyang Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
1040800071,THOKSE HEALTHPOST,Koshi Pradesh,Okhaldhunga,Manebhanjyang Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
1040800081,UBU HEALTHPOST,Koshi Pradesh,Okhaldhunga,Manebhanjyang Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
1040800091,RAGHAPUR COMMUNITY HEALTH UNIT,Koshi Pradesh,Okhaldhunga,Manebhanjyang Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
1050100011,BAKSILA  HEALTH POST,Koshi Pradesh,Khotang,Kepilasgadhi Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1050200041,BAKACHOL HEALTH POST,Koshi Pradesh,Khotang,Aiselukharka Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1050200051,JYAMIRE HEALTH POST,Koshi Pradesh,Khotang,Aiselukharka Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
1050200061,MAKPA HEALTH POST,Koshi Pradesh,Khotang,Aiselukharka Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
1050200071,RAKHAWANGDEL HEALTH POST,Koshi Pradesh,Khotang,Aiselukharka Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1050200081,JALESORI HEALTH POST,Koshi Pradesh,Khotang,Aiselukharka Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1050200091,MAHESWORI HEALTH POST,Koshi Pradesh,Khotang,Aiselukharka Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1050200101,AISELUKHARKA PRIMERY HEALTH  CENTER,Koshi Pradesh,Khotang,Aiselukharka Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
1050300021,DUBEKOL HEALTH POST,Koshi Pradesh,Khotang,Rawabesi Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1050300031,DUMRE DHARAPANI HEALTH POST,Koshi Pradesh,Khotang,Rawabesi Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1050300041,HAUNCHUR HEALTH POST,Koshi Pradesh,Khotang,Rawabesi Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
1050300051,KHARPA HEALTH POST,Koshi Pradesh,Khotang,Rawabesi Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1050300061,KUVINDE HEALTH POST,Koshi Pradesh,Khotang,Rawabesi Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1050300071,LAMIDANDA HEALTH POST,Koshi Pradesh,Khotang,Rawabesi Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
1050400011,HALESI AAYURVED DISPENSARY,Koshi Pradesh,Khotang,Halesi Tuwachung Municipality,7,Local,Government,Local Government,Basic Ayurveda Service Centre
1050400021,COMMUNITY HEALTH UNIT                                                    HAIDEA,KHOTANG,Koshi Pradesh,Khotang,Halesi Tuwachung Municipality,5,Local,Government,Local Government,Basic Health Service Center
1050400031,ARKHAULE HEALTH POST,Koshi Pradesh,Khotang,Halesi Tuwachung Municipality,10,Local,Government,Local Government,Basic Health Service Center
1050400041,BADAHARE HEALTH POST,Koshi Pradesh,Khotang,Halesi Tuwachung Municipality,4,Local,Government,Local Government,Basic Health Service Center
1050400081,DIKUWA HEALTH POST,Koshi Pradesh,Khotang,Halesi Tuwachung Municipality,2,Local,Government,Local Government,Basic Health Service Center
1050400121,MANGALTAR HEALTH POST,Koshi Pradesh,Khotang,Halesi Tuwachung Municipality,6,Local,Government,Local Government,Basic Health Service Center
1050400141,SALLE HEALTH POST,Koshi Pradesh,Khotang,Halesi Tuwachung Municipality,9,Local,Government,Local Government,Basic Health Service Center
1050500011,JANSEWA MUNICIPALITY HOSPITAL                                            JALPA,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,12,Local,Government,Local Government,Basic Hospital (5 to 15 beds)
1050500021,DISTRICT AAYURVED HEALTH CENTER,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,1,Provincial,Government,Provincial Government,Ayurveda Health Center (General Ayurveda Hospital)
1050500041,DISTRICT HOSPITAL                                                        KHOTANG,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,1,Provincial,Government,Provincial Government,General Hospital
1050500051,BAMRANG HEALTH POST,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,3,Local,Government,Local Government,Basic Health Service Center
1050500061,BIJAYAKHARKA HEALTH POST,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,15,Local,Government,Local Government,Basic Health Service Center
1050500071,BUIPA HEALTH POST,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,14,Local,Government,Local Government,Basic Health Service Center
1050500081,DORPA (CHIURIDADA) HEALTH POST,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,7,Local,Government,Local Government,Basic Health Service Center
1050500091,JALAPA HEALTH POST,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,12,Local,Government,Local Government,Basic Health Service Center
1050500101,KHALLE HEALTH POST,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,4,Local,Government,Local Government,Basic Health Service Center
1050500111,KHARMI HEALTH POST,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,11,Local,Government,Local Government,Basic Health Service Center
1050500121,LAFYANG HEALTH POST,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,5,Local,Government,Local Government,Basic Health Service Center
1050500131,NERPA HEALTH POST,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,6,Local,Government,Local Government,Basic Health Service Center
1050500141,NIRMALIDANDA HEALTH POST,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,9,Local,Government,Local Government,Basic Health Service Center
1050500151,NUNTHALA HEALTH POST,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,13,Local,Government,Local Government,Basic Health Service Center
1050500161,PATHEKA HEALTH POST,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,10,Local,Government,Local Government,Basic Health Service Center
1050500171,URBAN HEALTH CENTER                                                      KHANIDANDA,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,4,Local,Government,Local Government,Basic Health Service Center
1050500181,URBAN HEALTH CENTER                                                      SOLMA,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,2,Local,Government,Local Government,Basic Health Service Center
1050500192,KHOTANG DENTAL CLINIC LAB PVT LTD,Koshi Pradesh,Khotang,Diktel Rupakot Majhuwagadhi Municipality,1,Local,Non-Government,Private Enterprise,Health Clinic
1050600011,CHYANDADA HP_KHOTANG,Koshi Pradesh,Khotang,Sakela Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1050600021,KHIDIMA HP_KHOTANG,Koshi Pradesh,Khotang,Sakela Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
1050600031,MATTIMBIRTA HP_KHOTANG,Koshi Pradesh,Khotang,Sakela Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1050600041,SAKELA BASIC HOSPITAL                                                    SAKELA 2 RATANCHHA,Koshi Pradesh,Khotang,Sakela Rural Municipality,2,Local,Government,Local Government,Basic Hospital (5 to 15 beds)
1050700011,BATASE HEALTH POST,Koshi Pradesh,Khotang,Diprung Chuichumma Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1050700021,CHHITA POKHARI HEALTH POST,Koshi Pradesh,Khotang,Diprung Chuichumma Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
1050700031,CHHORAMBU HEALTH POST,Koshi Pradesh,Khotang,Diprung Chuichumma Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
1050700041,OKHRE (DANDAGAUN) BASIC HOSPITAL,Koshi Pradesh,Khotang,Diprung Chuichumma Rural Municipality,2,Local,Government,Local Government,Basic Hospital (5 to 15 beds)
1050700051,SAPTESHWOR CHHITAPOKHARI HEALTH POST,Koshi Pradesh,Khotang,Diprung Chuichumma Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1050700061,TEMMA HEALTH POST,Koshi Pradesh,Khotang,Diprung Chuichumma Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
1050700071,YAMKHA HEALTH POST,Koshi Pradesh,Khotang,Diprung Chuichumma Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1050800011,KHOTANGBAZAR AAYURVED DISPENSARY,Koshi Pradesh,Khotang,Khotehang Rural Municipality,7,Local,Government,Local Government,Basic Ayurveda Service Centre
1050800021,BADAKADIYALE HEALTH POST,Koshi Pradesh,Khotang,Khotehang Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1050800031,CHIPRING HEALTH POST,Koshi Pradesh,Khotang,Khotehang Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1050800041,INDRENI POKHARI BASIC HOSPITAL,Koshi Pradesh,Khotang,Khotehang Rural Municipality,6,Local,Government,Local Government,Basic Hospital (5 to 15 beds)
1050800051,KHOTANG BAZAR HEALTHPOST,Koshi Pradesh,Khotang,Khotehang Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
1050800061,LICHKIRAMCHE HEALTHPOST,Koshi Pradesh,Khotang,Khotehang Rural Municipality,9,Local,Government,Local Government,Basic Health Service Center
1050800071,LINKUWA POKHARI HEALTHPOST,Koshi Pradesh,Khotang,Khotehang Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1050800081,SAWAKATAHARE HEALTHPOST,Koshi Pradesh,Khotang,Khotehang Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
1050800091,SIMPANI HEALTHPOST,Koshi Pradesh,Khotang,Khotehang Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
